FAN ID,Sample ID,Lab ID,Date Collected,Sample Recovered,Time (GMT),Latitude,Longitude,Sample Type,Wt. percent in -4.00 phi bin or 16 mm bin,Wt. percent in -3.75 phi or 13.5 mm bin,Wt. percent in -3.50 phi or 11.2 mm bin,Wt. percent in -3.25 phi or 9.51 mm bin,Wt. percent in -3.00 phi or 8 mm bin,Wt. percent in -2.75 phi or 6.73 mm bin,Wt. percent in -2.50 phi or 5.66 mm bin,Wt. percent in -2.25 phi or 4.76 mm bin,Wt. percent in -2.00 phi bin or 4 mm bin,Wt. percent in -1.75 phi or 3.36 mm bin,Wt. percent in -1.50 phi or 2.83 mm bin,Wt. percent in -1.25 phi or 2.38 mm bin,Wt. percent in -1.00 phi bin or 2 mm bin,Wt. percent in -0.75 phi bin or 1.68 mm bin,Wt. percent in -0.50 phi bin or 1.41 mm bin,Wt. percent in -0.25 phi bin or 1.19 mm bin,Wt. percent in 0.00 phi bin or 1 mm bin,Wt. percent in 0.25 phi bin or 0.8409 mm bin,Wt. percent in 0.50 phi bin or 0.7071 mm bin,Wt. percent in 0.75 phi bin or 0.5946 mm bin,Wt. percent in 1.00 phi bin or 0.5 mm bin,Wt. percent in 1.25 phi bin or 0.4204 mm bin,Wt. percent in 1.50 phi bin or 0.3536 mm bin,Wt. percent in 1.75 phi bin or 0.2973 mm bin,Wt. percent in 2.00 phi bin or 0.25 mm bin,Wt. percent in 2.25 phi bin or 0.2102 mm bin,Wt. percent in 2.50 phi bin or 0.1768 mm bin,Wt. percent in 2.75 phi bin or 0.1487 mm bin,Wt. percent in 3.00 phi bin or 0.125 mm bin,Wt. percent in 3.25 phi bin or 0.1051 mm bin,Wt. percent in 3.50 phi bin or 0.08839 mm bin,Wt. percent in 3.75 phi bin or 0.07433 mm bin,Wt. percent in 4.00 phi bin or 0.0625 mm bin,Wt. percent in 4.25 phi bin or 0.052556 mm bin,Wt. percent in 4.50 phi bin or 0.044194 mm bin,Wt. percent in 4.75 phi bin or 0.037163 mm bin,Wt. percent in 5.00 phi bin or 0.03125 mm bin,Wt. percent in 5.25 phi bin or 0.02628 mm bin,Wt. percent in 5.50 phi bin or 0.0221 mm bin,Wt. percent in 5.75 phi bin or 0.01858 mm bin,Wt. percent in 6.00 phi bin or 0.01563 mm bin,Wt. percent in 6.25 phi bin or 0.01314 mm bin,Wt. percent in 6.50 phi bin or 0.01105 mm bin,Wt. percent in 6.75 phi bin or 0.00929 mm bin,Wt. percent in 7.00 phi bin or 0.00781 mm bin,Wt. percent in 7.25 phi bin or 0.00657 mm bin,Wt. percent in 7.50 phi bin or 0.00552 mm bin,Wt. percent in 7.75 phi bin or 0.00465 mm bin,Wt. percent in 8.00 phi bin or 0.00391 mm bin,Wt. percent in 8.25 phi bin or 0.00329 mm bin,Wt. percent in 8.50 phi bin or 0.00276 mm bin,Wt. percent in 8.75 phi bin or 0.00232 mm bin,Wt. percent in 9.00 phi bin or 0.00195 mm bin,Wt. percent in 9.25 phi bin or 0.00164 mm bin,Wt. percent in 9.50 phi bin or 0.00138mm bin,Wt. percent in 9.75 phi bin or 0.00116 mm bin,Wt. percent in 9.99 phi bin or 0.00098 mm bin,Wt. percent in 10.25 phi bin or 0.00082 mm bin,Wt. percent in 10.50 phi bin or 0.00069 mm bin,Wt. percent in 10.75 phi bin or 0.00058 mm bin,Wt. percent in 10.99 phi bin or 0.00049 mm bin,Wt. percent in 11.25 phi bin or 0.0004 mm bin,Wt. percent in 11.48 phi bin or 0.00035 mm bin,Wt. percent in 12.02 phi bin or 0.000241 mm bin,Wt. percent in 13.02 phi bin or 0.00012 mm bin,Percent Gravel,Percent Sand,Percent Silt,Percent Clay,Percent Mud,Gravel to Sand Ratio,Sand to Silt Ratio,Silt to Clay Ratio,Sand to Clay Ratio,Sand to Mud Ratio,Gravel to Mud Ratio, D5 Phi, D10 Phi, D16 Phi, D25 Phi, D50 Phi, D75 Phi, D84 Phi, D90 Phi, D95 Phi, D95 mm, D90 mm, D84 mm, D75 mm, D50 mm, D25 mm, D16 mm, D10 mm, D5 mm, F-W Median Phi, F-W Mean Phi, F-W Sorting Phi, F-W Skewness Phi, F-W Kurtosis Phi, Inman Median Phi, Inman Mean Phi, Inman Sorting Phi, Inman Skew 16-84 Phi, Inman Skew 05-95 Phi, Inman Kurtosis Phi, Trask Median mm, Trask Mean mm, Trask Sorting mm, Trask Skewness mm, Trask Kurtosis mm, Mean Phi,Mean mm, Variance Phi, Std. Dev. Phi, Skewness Phi, Kurtosis Phi
2022-638-FA,T0_B,22-638FA_19,2022-08-08,yes,21:01:00,48.149164,-123.572537,Grab,25.09,29.21,7.68,0.00,24.51,3.37,0.00,4.16,3.62,0.24,0.80,0.54,0.36,0.15,0.04,0.03,0.00,0.01,0.01,0.01,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.58,0.31,0.08,0.03,0.11,321.071,3.789,2.634,9.979,2.746,881.770,-4.000,-4.000,-4.000,-4.000,-3.793,-1.977,-2.722,-1.247,-2.183,4.5409,2.3732,6.5984,3.9379,13.8569,16.0000,16.0000,16.0000,16.0000,-3.793,-3.505,0.595,0.723,0.368,-3.793,-3.361,0.639,0.675,1.097,0.422,13.857,9.969,2.016,0.328,0.443,-3.473,11.105,0.526,0.725,4.960,64.070
2022-638-FA,T0_A,22-638FA_20,2022-08-08,yes,21:05:00,48.148744,-123.571693,Grab,59.80,6.90,4.05,0.00,6.49,3.80,2.20,3.03,1.40,1.39,1.70,1.28,1.64,0.59,1.23,0.93,0.82,0.53,0.54,0.46,0.35,0.24,0.15,0.10,0.07,0.05,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.68,6.18,0.10,0.05,0.14,15.155,63.310,2.112,133.738,42.969,651.207,-4.000,-4.000,-4.000,-4.000,-4.000,-2.185,-2.431,-1.607,-0.578,1.4930,3.0462,5.3935,4.5478,16.0000,16.0000,16.0000,16.0000,16.0000,-4.000,-3.477,0.911,1.000,0.773,-4.000,-3.216,0.784,1.000,2.181,1.181,16.000,10.274,1.876,0.284,0.442,-3.354,10.222,1.480,1.216,2.792,15.305
2022-638-FA,T0_1,22-638FA_21,2022-08-08,yes,21:10:00,48.148518,-123.57122,Grab,0.00,54.21,0.00,0.00,0.00,4.92,8.34,1.51,5.00,4.31,2.76,3.11,2.37,1.92,2.10,1.70,1.73,0.94,0.93,0.78,0.64,0.50,0.37,0.26,0.17,0.11,0.06,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.04,0.05,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.00,0.00,0.00,86.53,12.35,0.77,0.35,1.12,7.007,16.011,2.225,35.632,11.047,77.403,-3.977,-3.954,-3.926,-3.885,-3.769,-1.941,-1.262,-0.564,0.275,0.8267,1.4781,2.3987,3.8397,13.6365,14.7711,15.2022,15.4966,15.7463,-3.769,-2.986,1.310,0.892,0.896,-3.769,-2.594,1.332,0.882,1.440,0.596,13.637,9.305,1.961,0.305,0.390,-2.714,6.560,3.082,1.756,2.710,14.905
2022-638-FA,T1_A,22-638FA_22,2022-08-08,yes,21:16:00,48.150909,-123.570073,Grab,73.58,6.59,5.91,2.13,1.27,3.02,0.96,0.25,2.01,0.91,1.37,0.52,0.30,0.18,0.21,0.08,0.07,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.83,0.86,0.26,0.05,0.31,114.961,3.343,4.997,16.706,2.786,320.227,-4.000,-4.000,-4.000,-4.000,-4.000,-3.947,-3.588,-2.940,-1.910,3.7580,7.6756,12.0249,15.4187,16.0000,16.0000,16.0000,16.0000,16.0000,-4.000,-3.863,0.420,1.000,16.044,-4.000,-3.794,0.206,1.000,5.072,4.072,16.000,15.709,1.019,0.964,0.035,-3.713,13.112,0.774,0.880,6.745,70.529
2022-638-FA,T1_0,22-638FA_23,2022-08-08,yes,21:19:00,48.150604,-123.569473,Grab,72.83,0.00,0.00,0.00,4.25,1.02,0.00,2.90,0.76,1.76,2.14,2.18,1.66,1.56,1.51,1.00,1.10,0.67,0.71,0.68,0.63,0.56,0.46,0.36,0.25,0.17,0.10,0.07,0.05,0.05,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.50,10.04,0.34,0.12,0.46,8.915,29.621,2.885,85.454,21.996,196.089,-4.000,-4.000,-4.000,-4.000,-4.000,-1.952,-1.691,-0.921,0.116,0.9230,1.8932,3.2287,3.8680,16.0000,16.0000,16.0000,16.0000,16.0000,-4.000,-3.230,1.201,1.000,0.823,-4.000,-2.845,1.155,1.000,1.782,0.782,16.000,9.934,2.034,0.242,0.430,-3.223,9.336,2.477,1.574,2.684,13.080
2022-638-FA,T1_1B,22-638FA_24,2022-08-08,yes,21:23:00,48.150311,-123.569194,Grab,0.00,0.00,19.12,0.00,8.68,6.99,3.54,5.89,4.24,3.13,4.58,3.71,3.53,2.62,4.02,3.10,4.24,2.72,3.25,3.35,3.13,2.65,2.06,1.44,0.92,0.54,0.30,0.17,0.12,0.09,0.06,0.05,0.04,0.03,0.03,0.04,0.04,0.05,0.05,0.05,0.07,0.08,0.10,0.11,0.11,0.11,0.11,0.10,0.09,0.08,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.03,0.02,0.02,0.01,0.01,0.00,0.00,0.00,63.41,34.88,1.16,0.55,1.71,1.818,30.185,2.095,63.242,20.432,37.140,-1.962,-2.288,-2.996,-2.225,-1.879,-0.133,0.548,1.014,1.573,0.3361,0.4953,0.6839,1.0965,3.6776,4.6750,7.9776,4.8850,3.8960,-1.879,-1.442,1.422,0.661,0.692,-1.879,-1.224,1.772,0.370,0.950,-0.003,3.678,2.886,2.065,0.379,0.408,-1.455,2.741,4.209,2.052,1.593,7.792
2022-638-FA,T1_1,22-638FA_25,2022-08-08,yes,21:27:00,48.149874,-123.568452,Grab,93.15,0.00,0.00,3.61,0.00,0.00,0.00,0.00,0.14,0.22,0.07,0.00,0.04,0.12,0.21,0.26,0.27,0.23,0.22,0.21,0.21,0.20,0.18,0.15,0.11,0.07,0.04,0.03,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.24,2.55,0.14,0.06,0.20,38.070,17.918,2.388,42.780,12.629,480.780,-4.000,-4.000,-4.000,-4.000,-4.000,-4.000,-4.000,-4.000,-2.111,4.3189,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,16.0000,-4.000,-4.000,0.286,0.500,0.000,-4.000,-4.000,0.000,0.000,0.000,0.000,16.000,16.000,1.000,1.000,0.000,-3.827,14.196,0.824,0.908,7.243,68.244
2022-638-FA,T1_2,22-638FA_26,2022-08-08,yes,21:30:00,48.149615,-123.56781,Grab,39.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,0.64,1.34,0.52,0.91,1.73,2.42,3.70,3.97,5.41,6.44,7.03,6.79,5.70,4.18,2.66,1.48,0.72,0.34,0.18,0.11,0.07,0.04,0.03,0.03,0.02,0.04,0.05,0.06,0.06,0.07,0.09,0.12,0.14,0.15,0.15,0.15,0.15,0.14,0.13,0.11,0.10,0.09,0.08,0.07,0.07,0.06,0.05,0.04,0.03,0.02,0.01,0.01,0.00,0.00,0.00,43.83,53.91,1.53,0.73,2.26,0.813,35.217,2.099,73.922,23.853,19.392,-4.000,-4.000,-4.000,-4.000,-0.165,0.985,1.327,1.621,2.035,0.2439,0.3251,0.3986,0.5052,1.1215,16.0000,16.0000,16.0000,16.0000,-0.165,-0.946,2.246,-0.355,0.496,-0.165,-1.337,2.663,-0.440,-0.307,0.133,1.122,8.253,5.628,6.426,0.494,-1.053,2.075,7.329,2.707,0.498,3.353
2022-638-FA,T1_4,22-638FA_27,2022-08-08,yes,21:34:00,48.14925,-123.567436,Grab,52.72,0.00,11.04,0.00,0.00,0.00,7.68,1.14,1.55,0.23,0.59,0.69,0.59,0.44,0.31,0.41,0.63,0.91,1.36,1.83,2.29,2.64,2.79,2.70,2.31,1.71,1.04,0.52,0.25,0.14,0.09,0.06,0.04,0.03,0.02,0.03,0.04,0.04,0.04,0.05,0.06,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.06,0.06,0.05,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.00,76.23,22.48,0.93,0.36,1.29,3.391,24.301,2.550,61.967,17.455,59.199,-4.000,-4.000,-4.000,-4.000,-4.000,-1.484,0.957,1.515,2.020,0.2466,0.3500,0.5150,2.7982,16.0000,16.0000,16.0000,16.0000,16.0000,-4.000,-2.348,2.151,1.000,0.981,-4.000,-1.521,2.479,1.000,1.214,0.214,16.000,9.399,2.391,0.175,0.422,-2.431,5.392,5.875,2.424,1.601,5.293
2022-638-FA,T2_A,22-638FA_28,2022-08-08,yes,21:46:00,48.151876,-123.567894,Grab,61.49,10.09,6.55,0.00,0.00,7.25,1.34,0.89,2.29,1.91,1.73,0.89,0.79,0.71,0.47,0.39,0.30,0.23,0.24,0.25,0.25,0.25,0.24,0.23,0.21,0.18,0.14,0.11,0.08,0.07,0.05,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.22,4.46,0.25,0.06,0.31,21.335,17.778,4.014,71.353,14.232,303.631,-4.000,-4.000,-4.000,-4.000,-4.000,-3.622,-2.300,-1.988,-1.071,2.1014,3.9663,4.9240,12.3080,16.0000,16.0000,16.0000,16.0000,16.0000,-4.000,-3.433,0.869,1.000,3.171,-4.000,-3.150,0.850,1.000,1.723,0.723,16.000,14.154,1.140,0.769,0.153,-3.440,10.851,1.595,1.263,3.732,22.522
2022-638-FA,T2_0,22-638FA_29,2022-08-08,yes,21:49:00,48.151476,-123.567097,Grab,0.00,0.00,16.81,7.91,16.32,1.75,3.82,2.69,2.41,2.44,1.68,4.23,3.10,2.91,4.26,3.97,4.25,3.08,3.40,3.30,2.89,2.35,1.75,1.21,0.79,0.50,0.30,0.18,0.12,0.09,0.06,0.05,0.03,0.03,0.02,0.03,0.04,0.04,0.04,0.04,0.05,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.02,0.02,0.01,0.01,0.01,0.00,0.00,0.00,63.18,35.49,0.91,0.43,1.33,1.780,39.150,2.122,83.062,26.609,47.372,-1.989,-2.416,-3.340,-3.244,-2.179,-0.209,0.425,0.892,1.451,0.3659,0.5390,0.7448,1.1555,4.5293,9.4743,10.1246,5.3358,3.9701,-2.179,-1.698,1.462,0.747,0.464,-2.179,-1.457,1.882,0.384,1.015,-0.086,4.529,5.315,2.863,0.534,0.867,-1.613,3.058,4.062,2.015,1.473,7.111
2022-638-FA,T2_1,22-638FA_30,2022-08-08,yes,21:51:00,48.150931,-123.566485,Grab,73.84,9.60,0.00,4.77,0.00,0.00,1.34,3.21,0.78,0.17,0.52,0.26,0.42,0.44,0.56,0.45,0.46,0.35,0.39,0.39,0.37,0.33,0.26,0.21,0.16,0.11,0.08,0.05,0.04,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94.92,4.74,0.25,0.10,0.35,20.033,19.071,2.570,49.005,13.728,275.013,-4.000,-4.000,-4.000,-4.000,-4.000,-3.970,-1.757,-2.449,-0.952,1.9350,5.4614,3.3805,15.6724,16.0000,16.0000,16.0000,16.0000,16.0000,-4.000,-3.252,1.022,1.000,41.849,-4.000,-2.879,1.121,1.000,1.359,0.359,16.000,15.836,1.010,0.980,0.016,-3.589,12.033,1.497,1.224,4.591,31.120
2022-638-FA,T2_2,22-638FA_31,2022-08-08,yes,21:56:00,48.150145,-123.565675,Grab,32.10,0.00,0.00,0.00,1.04,0.45,0.60,0.00,0.18,0.23,0.14,0.16,0.20,0.30,0.88,1.92,3.79,4.89,7.11,8.90,9.82,9.08,7.11,4.68,2.63,1.29,0.61,0.30,0.17,0.10,0.06,0.04,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.00,35.10,63.69,0.81,0.40,1.21,0.551,78.761,2.011,158.394,52.604,28.985,-4.000,-4.000,-4.000,-4.000,0.371,1.065,1.327,1.558,1.883,0.2711,0.3397,0.3985,0.4781,0.7731,16.0000,16.0000,16.0000,16.0000,0.371,-0.767,2.223,-0.564,0.476,0.371,-1.336,2.664,-0.641,-0.537,0.104,0.773,8.239,5.785,12.798,0.496,-0.729,1.658,6.238,2.498,-0.031,2.809
2022-638-FA,T2_3,22-638FA_32,2022-08-08,yes,21:58:00,48.149888,-123.565437,Grab,0.00,0.00,0.00,0.00,0.00,0.00,5.96,0.00,0.39,0.72,2.69,1.72,1.20,1.33,1.84,2.75,4.75,6.02,8.51,10.36,11.16,10.36,8.67,6.76,4.96,3.36,1.98,0.97,0.45,0.23,0.15,0.09,0.07,0.06,0.05,0.06,0.08,0.08,0.08,0.09,0.11,0.13,0.15,0.16,0.16,0.16,0.15,0.14,0.13,0.11,0.10,0.09,0.08,0.08,0.08,0.07,0.05,0.04,0.02,0.02,0.01,0.01,0.00,0.00,0.00,12.68,84.77,1.78,0.76,2.54,0.150,47.592,2.333,111.013,33.311,4.983,-2.150,-1.466,-0.485,0.075,0.792,1.401,1.705,1.992,2.435,0.1849,0.2514,0.3067,0.3786,0.5776,0.9495,1.3992,2.7622,4.4380,0.792,0.671,1.242,-0.225,1.417,0.792,0.610,1.095,-0.166,-0.593,1.094,0.578,0.664,1.584,1.078,0.114,0.700,0.616,2.696,1.642,1.270,9.898
2022-638-FA,T3_3,22-638FA_33,2022-08-08,yes,22:01:00,48.150493,-123.562899,Grab,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,1.94,1.83,1.60,2.73,1.60,3.13,3.42,5.54,4.95,6.61,7.89,9.06,9.62,9.62,8.82,7.19,5.03,2.93,1.41,0.65,0.33,0.19,0.13,0.09,0.07,0.06,0.07,0.09,0.10,0.10,0.11,0.13,0.17,0.19,0.21,0.22,0.21,0.20,0.19,0.17,0.15,0.13,0.12,0.11,0.10,0.09,0.09,0.07,0.05,0.03,0.03,0.02,0.01,0.00,0.00,0.00,8.53,88.19,2.28,0.99,3.28,0.097,38.612,2.303,88.910,26.921,2.605,-1.373,-0.771,-0.296,0.143,0.982,1.644,1.932,2.199,2.688,0.1552,0.2177,0.2622,0.3199,0.5063,0.9057,1.2277,1.7060,2.5892,0.982,0.872,1.172,-0.154,1.108,0.982,0.818,1.114,-0.147,-0.291,0.823,0.506,0.613,1.683,1.130,0.197,0.991,0.503,2.565,1.602,1.956,11.228
2022-638-FA,T3_2,22-638FA_34,2022-08-08,yes,22:04:00,48.150841,-123.563228,Grab,41.62,0.00,14.24,0.00,0.59,0.00,0.00,0.00,0.00,0.00,1.11,0.75,1.42,0.87,1.35,2.26,3.15,3.21,4.32,5.16,5.44,4.91,3.72,2.35,1.24,0.56,0.25,0.13,0.09,0.06,0.04,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.00,59.72,39.17,0.77,0.34,1.11,1.525,50.999,2.249,114.683,35.301,53.830,-4.000,-4.000,-4.000,-4.000,-2.403,0.506,0.934,1.230,1.590,0.3321,0.4264,0.5234,0.7041,5.2894,16.0000,16.0000,16.0000,16.0000,-2.403,-1.823,2.080,0.391,0.508,-2.403,-1.533,2.467,0.353,0.486,0.133,5.289,8.352,4.767,0.403,0.491,-1.895,3.719,6.063,2.462,0.869,3.461
2022-638-FA,T3_1,22-638FA_35,2022-08-08,yes,22:07:00,48.151914,-123.564044,Grab,45.92,39.84,8.71,0.00,1.86,0.97,0.00,1.44,0.00,0.00,0.00,0.18,0.17,0.05,0.03,0.05,0.02,0.04,0.05,0.05,0.06,0.06,0.06,0.05,0.04,0.04,0.03,0.02,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.09,0.71,0.14,0.06,0.20,140.313,4.987,2.393,11.931,3.517,493.459,-4.000,-4.000,-4.000,-4.000,-3.978,-3.825,-3.763,-3.630,-1.709,3.2697,12.3842,13.5726,14.1700,15.7554,16.0000,16.0000,16.0000,16.0000,-3.978,-3.913,0.406,0.897,5.358,-3.978,-3.881,0.119,0.813,9.464,8.651,15.755,15.085,1.063,0.913,0.253,-3.800,13.928,0.507,0.712,10.578,148.052
2022-638-FA,T3_1 duplicate,22-638FA_36,2022-08-08,yes,22:07:00,48.151914,-123.564044,Grab,31.81,47.81,0.00,6.24,1.47,0.00,1.86,0.49,1.70,1.29,1.36,1.12,0.76,0.53,0.53,0.29,0.37,0.22,0.25,0.26,0.25,0.24,0.22,0.18,0.15,0.11,0.07,0.05,0.03,0.02,0.02,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.91,3.80,0.21,0.09,0.30,25.265,18.378,2.239,41.141,12.703,320.955,-4.000,-4.000,-4.000,-4.000,-3.918,-3.779,-2.463,-2.164,-1.283,2.4326,4.4819,5.5134,13.7281,15.1175,16.0000,16.0000,16.0000,16.0000,-3.918,-3.460,0.796,0.917,5.041,-3.918,-3.231,0.769,0.893,1.661,0.768,15.118,14.864,1.080,0.961,0.099,-3.512,11.404,1.350,1.162,4.558,32.925
2022-638-FA,T3_0,22-638FA_37,2022-08-08,yes,22:10:00,48.152584,-123.564576,Grab,47.22,0.00,0.00,0.00,0.00,3.13,4.40,0.84,2.26,1.11,3.61,2.21,2.41,2.24,2.52,2.94,3.65,2.81,3.31,3.39,3.15,2.62,1.95,1.30,0.79,0.45,0.26,0.17,0.12,0.09,0.06,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.05,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.00,67.18,31.89,0.64,0.29,0.92,2.106,50.103,2.217,111.097,34.531,72.734,-4.000,-4.000,-4.000,-4.000,-2.477,-0.242,0.453,0.905,1.400,0.3789,0.5339,0.7305,1.1822,5.5667,16.0000,16.0000,16.0000,16.0000,-2.477,-2.008,1.931,0.376,0.589,-2.477,-1.773,2.227,0.316,0.529,0.213,5.567,8.591,3.679,0.610,0.479,-2.095,4.272,4.880,2.209,1.104,4.717
2022-638-FA,T3_A,22-638FA_38,2022-08-08,yes,22:14:00,48.153119,-123.565477,Grab,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.54,0.00,1.41,1.30,2.02,3.35,6.85,10.70,15.08,11.22,12.30,11.43,8.99,5.97,3.31,1.52,0.63,0.28,0.15,0.09,0.05,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.04,0.04,0.05,0.06,0.08,0.09,0.10,0.11,0.11,0.11,0.10,0.09,0.09,0.08,0.07,0.07,0.06,0.06,0.06,0.05,0.03,0.02,0.02,0.01,0.01,0.00,0.00,0.00,6.27,92.01,1.10,0.62,1.72,0.068,83.656,1.772,148.258,53.480,3.642,-1.143,-0.731,-0.510,-0.291,0.173,0.703,0.939,1.157,1.463,0.3628,0.4483,0.5217,0.6142,0.8870,1.2232,1.4244,1.6593,2.2080,0.173,0.200,0.757,0.023,1.074,0.173,0.214,0.725,0.057,-0.018,0.798,0.887,0.919,1.411,0.955,0.251,0.277,0.825,1.526,1.235,3.700,26.010
2022-638-FA,T4_A,22-638FA_39,2022-08-08,yes,22:18:00,48.153681,-123.56279,Grab,73.73,0.00,2.18,1.91,0.70,1.51,4.16,1.78,1.90,2.37,1.97,1.39,1.06,0.86,0.90,0.66,0.63,0.15,0.17,0.18,0.18,0.17,0.14,0.11,0.08,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,94.68,4.58,0.61,0.14,0.74,20.693,7.525,4.443,33.431,6.143,127.108,-4.000,-4.000,-4.000,-4.000,-4.000,-2.390,-2.505,-1.775,-0.909,1.8778,3.4223,5.6750,5.2422,16.0000,16.0000,16.0000,16.0000,16.0000,-4.000,-3.502,0.842,1.000,0.787,-4.000,-3.252,0.748,1.000,2.067,1.067,16.000,10.621,1.747,0.328,0.428,-3.405,10.596,1.935,1.391,4.015,26.069
2022-638-FA,T4_0,22-638FA_40,2022-08-08,yes,22:21:00,48.153093,-123.562528,Grab,45.01,23.20,18.80,0.00,0.00,0.00,1.00,2.14,1.53,1.98,0.63,0.18,0.27,0.33,0.14,0.27,0.35,0.31,0.40,0.47,0.53,0.52,0.46,0.35,0.25,0.17,0.12,0.09,0.07,0.05,0.04,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94.74,4.97,0.21,0.08,0.30,19.070,23.242,2.565,59.617,16.722,318.897,-4.000,-4.000,-4.000,-4.000,-3.950,-3.658,-3.539,-2.261,-0.797,1.7372,4.7927,11.6248,12.6244,15.4565,16.0000,16.0000,16.0000,16.0000,-3.950,-3.830,0.601,0.876,3.840,-3.950,-3.770,0.230,0.784,6.734,5.951,15.456,14.312,1.126,0.845,0.151,-3.480,11.159,1.636,1.279,4.091,24.516
2022-638-FA,T4_1,22-638FA_41,2022-08-08,yes,22:23:00,48.1527,-123.561892,Grab,26.76,8.46,18.65,16.88,4.22,4.32,0.71,5.11,2.66,2.22,1.11,1.42,1.10,0.67,0.66,0.47,0.39,0.29,0.33,0.33,0.32,0.28,0.23,0.19,0.17,0.17,0.18,0.21,0.23,0.22,0.19,0.13,0.08,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,93.62,5.73,0.49,0.15,0.64,16.333,11.634,3.241,37.703,8.891,145.205,-4.000,-4.000,-4.000,-4.000,-3.532,-2.998,-2.188,-1.751,-0.474,1.3893,3.3648,4.5563,7.9896,11.5648,16.0000,16.0000,16.0000,16.0000,-3.532,-3.240,0.987,0.609,1.442,-3.532,-3.094,0.906,0.483,1.429,0.946,11.565,11.995,1.415,0.956,0.317,-3.097,8.556,2.175,1.475,3.627,20.901
